upload,uploads,uploading,uploaded
rehear,rehears,rehearing,reheard
buffalo,buffalos,buffaloing,buffaloed
peculate,peculates,peculating,peculated
pervert,perverts,perverting,perverted
overwind,overwinds,overwinding,overwound
dispel,dispels,dispelling,dispelled
gang,gangs,ganging,ganged
uphold,upholds,upholding,upheld
exterminate,exterminates,exterminating,exterminated
cradle,cradles,cradling,cradled
repackage,repackages,repackaging,repackaged
ironize,ironizes,ironizing,ironized
breach,breaches,breaching,breached
include,includes,including,included
rag,rags,ragging,ragged
ladle,ladles,ladling,ladled
ghostwrite,ghostwrites,ghostwriting,ghostwrote,ghostwritten
sandcast,sandcasts,sandcasting,sandcast
elutriate,elutriates,elutriating,elutriated
spoor,spoors,spooring,spoored
spool,spools,spooling,spooled
spoon,spoons,spooning,spooned
foretell,foretells,foretelling,foretold
photocompose,photocomposes,photocomposing,photocomposed
spook,spooks,spooking,spooked
spoof,spoofs,spoofing,spoofed
coverup,coversup,coveringup,coveredup
posture,postures,posturing,postured
bedeck,bedecks,bedecking,bedecked
diazotize,diazotizes,diazotizing,diazotized
extenuate,extenuates,extenuating,extenuated
sleave,sleaves,sleaving,sleaved
kittle,kittles,kittling,kittled
outdo,outdoes,outdoing,outdid,outdone
unchain,unchains,unchaining,unchained
misplay,misplays,misplaying,misplayed
miscall,miscalls,miscalling,miscalled
hinder,hinders,hindering,hindered
smirch,smirches,smirching,smirched
vittle,vittles,vittling,vittled
reinsure,reinsures,reinsuring,reinsured
pleat,pleats,pleating,pleated
chastise,chastises,chastising,chastised
trawl,trawls,trawling,trawled
procession,processions,processioning,processioned
fold,folds,folding,folded
marinade,marinades,marinading,marinaded
interosculate,interosculates,interosculating,interosculated
concelebrate,concelebrates,concelebrating,concelebrated
folk,folks,folking,folked
outsmart,outsmarts,outsmarting,outsmarted
spelunk,spelunks,spelunking,spelunked
insoul,insouls,insouling,insouled
attire,attires,attiring,attired
relocate,relocates,relocating,relocated
kangaroo,kangaroos,kangarooing,kangarooed
sough,soughs,soughing,soughed
swoosh,swooshes,swooshing,swooshed
explore,explores,exploring,explored
gloat,gloats,gloating,gloated
thumbindex,thumbindexes,thumbindexing,thumbindexed
scunner,scunners,scunnering,scunnered
trivialize,trivializes,trivializing,trivialized
opiate,opiates,opiating,opiated
subedit,subedits,subediting,subedited
largen,largens,largening,largened
requite,requites,requiting,requited
ruin,ruins,ruining,ruined
shovel,shovels,shovelling,shovelled
blether,blethers,blethering,blethered
spy,spies,spying,spied
forbid,forbids,forbidding,forbade,forbidden
dichotomize,dichotomizes,dichotomizing,dichotomized
sandbag,sandbags,sandbagging,sandbagged
motor,motors,motoring,motored
duck,ducks,ducking,ducked
apply,applies,applying,applied
depute,deputes,deputing,deputed
redo,redoes,redoing,redid,redone
ape,apes,aping,aped
fed,fed
feed,fees,feeing,feed
stream,streams,streaming,streamed
birdlime,birdlimes,birdliming,birdlimed
doodle,doodles,doodling,doodled
obelize,obelizes,obelizing,obelized
frog,frogs,frogging,frogged
procrastinate,procrastinates,procrastinating,procrastinated
overman,overmans,overmanning,overmanned
dishevel,dishevels,dishevelling,dishevelled
slue,slues,sluing,slued
sanitize,sanitizes,sanitizing,sanitized
sort,sorts,sorting,sorted
pitterpatter,pitterpatters,pitterpattering,pitterpattered
detail,details,detailing,detailed
impress,impresses,impressing,impressed
underdrain,underdrains,underdraining,underdrained
cooperate,cooperates,cooperating,cooperated
tallyho,tallyhos,tallyhoing,tallyhoed
rabbit,rabbits,rabbiting,rabbited
recount,recounts,recounting,recounted
sorn,sorns,sorning,sorned
hand-knit,hand-knits,hand-knitting,hand-knitted,hand-knitted
annoy,annoys,annoying,annoyed
fraternize,fraternizes,fraternizing,fraternized
augment,augments,augmenting,augmented
saddle,saddles,saddling,saddled
octuple,octuples,octupling,octupled
regale,regales,regaling,regaled
dissolve,dissolves,dissolving,dissolved
proof,proofs,proofing,proofed
tat,tats,tatting,tatted
taws,taws,tawing,tawed
patrol,patrols,patrolling,patrolled
tar,tars,tarring,tarred
tax,taxes,taxing,taxed
crick,cricks,cricking,cricked
tag,tags,tagging,tagged
condescend,condescends,condescending,condescended
wizen,wizens,wizening,wizened
tan,tans,tanning,tanned
rape,rapes,raping,raped
counterfeit,counterfeits,counterfeiting,counterfeited
sip,sips,sipping,sipped
jape,japes,japing,japed
sit,sits,sitting,sat
tamper,tampers,tampering,tampered
outclass,outclasses,outclassing,outclassed
patronize,patronizes,patronizing,patronized
sic,sics,sicking,sicked
crutch,crutches,crutching,crutched
resurge,resurges,resurging,resurged
panic,panics,panicking,panicked
sin,sins,sinning,sinned
exemplify,exemplifies,exemplifying,exemplified
underfeed,underfeeds,underfeeding,underfed
attend,attends,attending,attended
perjure,perjures,perjuring,perjured
discomfort,discomforts,discomforting,discomforted
abuse,abuses,abusing,abused
crossquestion,crossquestions,crossquestioning,crossquestioned
crossfertilize,crossfertilizes,crossfertilizing,crossfertilized
light,lights,lighting,lighted
budge,budges,budging,budged
melodize,melodizes,melodizing,melodized
acetify,acetifies,acetifying,acetified
re-serve,re-serves,re-serving,reserved,re-served
retrogress,retrogresses,retrogressing,retrogressed
windrow,windrows,windrowing,windrowed
beguile,beguiles,beguiling,beguiled
wawa,wawas,wawaing,wawaed
quake,quakes,quaking,quaked
double-time,double-times,double-timing,double-timed,double-timed
wawl,wawls,wawling,wawled
badger,badgers,badgering,badgered
write,writes,writing,wrote,written
complicate,complicates,complicating,complicated
inlet,inlets,inletting,inlet
reeve,reeves,reeving,reeved
letch,letches,letching,letched
stridulate,stridulates,stridulating,stridulated
flank,flanks,flanking,flanked
restrain,restrains,restraining,restrained
choose,chooses,choosing,chosen
underpin,underpins,underpinning,underpinned
holiday,holidays,holidaying,holidayed
flex,flexs,flexing,flexed
crash,crashes,crashing,crashed
reenter,reenters,reentering,reentered
flour,flours,flouring,floured
practice,practices,practicing,practiced
flout,flouts,flouting,flouted
precess,precesses,precessing,precessed
fingerprint,fingerprints,fingerprinting,fingerprinted
liquify,liquifies,liquifying,liquified
flee,flees,fleeing,fled
parasitize,parasitizes,parasitizing,parasitized
impower,impowers,impowering,impowered
edit,edits,editing,edited
feast,feasts,feasting,feasted
fuzz,fuzzes,fuzzing,fuzzed
fiddle,fiddles,fiddling,fiddled
trap,traps,trapping,trapped
cocoon,cocoons,cocooning,cocooned
stithy,stithies,stithying,stithied
bogie,bogies,bogying,bogied
sojourn,sojourns,sojourning,sojourned
interfuse,interfuses,interfusing,interfused
tabulate,tabulates,tabulating,tabulated
out,outs,outing,outed
Afrikanerize,Afrikanerizes,Afrikanerizing,Afrikanerized,Afrikanerized
effloresce,effloresces,efflorescing,effloresced
notarize,notarizes,notarizing,notarized
disarray,disarrays,disarraying,disarrayed
superintend,superintends,superintending,superintended
clatter,clatters,clattering,clattered
impart,imparts,imparting,imparted
sacrifice,sacrifices,sacrificing,sacrificed
disclose,discloses,disclosing,disclosed
softpedal,softpedals,softpedalling,softpedalled
enfranchise,enfranchises,enfranchising,enfranchised
implode,implodes,imploding,imploded
planish,planishes,planishing,planished
rejoice,rejoices,rejoicing,rejoiced
tenant,tenants,tenanting,tenanted
overtake,overtakes,overtaking,overtook,overtaken
substantiate,substantiates,substantiating,substantiated
shutout
outman,outmans,outmanning,outmanned
uproot,uproots,uprooting,uprooted
boondoggle,boondoggles,boondoggling,boondoggled
rubberneck,rubbernecks,rubbernecking,rubbernecked
echo,echoes,echoing,echoed
collogue,collogues,colloguing,collogued
overproduce,overproduces,overproducing,overproduced
glisten,glistens,glistening,glistened
overtrump,overtrumps,overtrumping,overtrumped
liquate,liquates,liquating,liquated
accent,accents,accenting,accented
glister,glisters,glistering,glistered
boil,boils,boiling,boiled
shell,shells,shelling,shelled
shallow,shallows,shallowing,shallowed
simulate,simulates,simulating,simulated
diminish,diminishes,diminishing,diminished
commence,commences,commencing,commenced
vilipend,vilipends,vilipending,vilipended
elope,elopes,eloping,eloped
kickback
ko,ko's,ko'ing,ko'ed,ko'ed
featherstitch,featherstitches,featherstitching,featherstitched
brazen,brazens,brazening,brazened
elongate,elongates,elongating,elongated
sculpture,sculptures,sculpturing,sculptured
encore,encores,encoring,encored
reposit,reposits,repositing,reposited
crucify,crucifies,crucifying,crucified
clip,clips,clipping,clipped
fowl,fowls,fowling,fowled
splatter,splatters,splattering,splattered
blip,blips,blipping,blipped
unknit,unknits,unknitting,unknitted
outstrip,outstrips,outstripping,outstripped
disjoint,disjoints,disjointing,disjointed
luminesce,luminesces,luminescing,luminesced
angle,angles,angling,angled
inform,informs,informing,informed
rout,routs,routing,routed
invigilate,invigilates,invigilating,invigilated
roup,roups,rouping,rouped
lope,lopes,loping,loped
deprave,depraves,depraving,depraved
divert,diverts,diverting,diverted
outpour,outpours,outpouring,outpoured
combat,combats,combating,combated
quitclaim,quitclaims,quitclaiming,quitclaimed
invocate,invocates,invocating,invocated
filch,filches,filching,filched
writhen,writhens,writhening,writhened
delve,delves,delving,delved
class,classes,classing,classed
clasp,clasps,clasping,clasped
tinct,tincts,tincting,tincted
discourage,discourages,discouraging,discouraged
refract,refracts,refracting,refracted
syrinx,syringes
dent,dents,denting,dented
pipe,pipes,piping,piped
quickfreeze,quickfreezes,quickfreezing,quickfrozen
feoff,feoffs
intercross,intercrosses,intercrossing,intercrossed
stove,stoves,stoving,stoved
swizzle,swizzles,swizzling,swizzled
betake,betakes,betaking,betook,betaken
complot,complots,complotting,complotted
fear,fears,fearing,feared
debate,debates,debating,debated
vesicate,vesicates,vesicating,vesicated
succour,succours,succouring,succoured
manacle,manacles,manacling,manacled
filiate,filiates,filiating,filiated
reminisce,reminisces,reminiscing,reminisced
freeload,freeloads,freeloading,freeloaded
re-echo,re-echoes,re-echoing,re-echoed,re-echoed
herald,heralds,heralding,heralded
inhabit,inhabits,inhabiting,inhabited
outsell,outsells,outselling,outsold
prosecute,prosecutes,prosecuting,prosecuted
winterize,winterizes,winterizing,winterized
cube,cubes,cubing,cubed
topple,topples,toppling,toppled
skimp,skimps,skimping,skimped
dope,dopes,doping,doped
massacre,massacres,massacring,massacred
blare,blares,blaring,blared
penetrate,penetrates,penetrating,penetrated
isochronize,isochronizes,isochronizing,isochronized
swindle,swindles,swindling,swindled
anatomize,anatomizes,anatomizing,anatomized
cotter,cotters,cottering,cottered
bisect,bisects,bisecting,bisected
postil,postils,postiling,postiled
compliment,compliments,complimenting,complimented
ascertain,ascertains,ascertaining,ascertained
editorialize,editorializes,editorializing,editorialized
view,views,viewing,viewed
premiss,premisses,premissing,premissed
ebb,ebbs,ebbing,ebbed
expel,expels,expelling,expelled
grieve,grieves,grieving,grieved
gerrymander,gerrymanders,gerrymandering,gerrymandered
crossruff,crossruffs,crossruffing,crossruffed
lapidate,lapidates,lapidating,lapidated
still,stills,stilling,stilled
closet,closets,closeting,closeted
enamour,enamours,enamouring,enamoured
diverge,diverges,diverging,diverged
torpedo,torpedos,torpedoing,torpedoed
whipstitch,whipstitches,whipstitching,whipstitched
flitch,flitches,flitching,flitched
avow,avows,avowing,avowed
jot,jots,jotting,jotted
overdevelop,overdevelops,overdeveloping,overdeveloped
joy,joys,joying,joyed
crossexamine,crossexamines,crossexamining,crossexamined
uprouse,uprouses,uprousing,uproused
job,jobs,jobbing,jobbed
joggle,joggles,joggling,joggled
depolymerize,depolymerizes,depolymerizing,depolymerized
spoil,spoils,spoiling,spoilt
jog,jogs,jogging,jogged
stucco,stuccos,stuccoing,stuccoed
outshoot,outshoots,outshooting,outshot
disestablish,disestablishes,disestablishing,disestablished
demulsify,demulsifies,demulsifying,demulsified
grain,grains,graining,grained
sideslip,sideslips,side-slipping,sideslipped,side-slipped
retrograde,retrogrades,retrograding,retrograded
tousle,tousles,tousling,tousled
canopy,canopies,canopying,canopied
wale,wales,waling,waled
dement,dements,dementing,demented
munition,munitions,munitioning,munitioned
wall,walls,walling,walled
hyphen,hyphens
immunize,immunizes,immunizing,immunized
walk,walks,walking,walked
subscribe,subscribes,subscribing,subscribed
coddle,coddles,coddling,coddled
predestinate,predestinates,predestinating,predestinated
pr_ecis
autolyze,autolyzes,autolyzing,autolyzed
trademark,trademarks,trademarking,trademarked
enchain,enchains,enchaining,enchained
tutor,tutors,tutoring,tutored
catechize,catechizes,catechizing,catechized
mike,mikes,miking,miked
nickel,nickels,nickelling,nickelled
tap,taps,tapping,tapped
twinge,twinges,twinging,twinged
overture,overtures,overturing,overtured
nicker,nickers,nickering,nickered
overturn,overturns,overturning,overturned
present,presents,presenting,presented
twist,twists,twisting,twisted
corset,corsets,corseting,corseted
sanctify,sanctifies,sanctifying,sanctified
wilt,wilts,wilting,wilted
aline,alines,alining,alined
will,wills,willing,willed,won't
ensconce,ensconces,ensconcing,ensconced
wile,wiles,wiling,wiled
rename,renames,renaming,renamed
hobbyhorse,hobbyhorses,hobbyhorsing,hobbyhorsed
layer,layers,layering,layered
apprehend,apprehends,apprehending,apprehended
restructure,restructures,restructuring,restructured
disapprove,disapproves,disapproving,disapproved
thud,thuds,thudding,thudded
deepfry,deepfries,deepfrying,deepfried
whore,whores,whoring,whored
hocus,hocuses,hocusing,hocused
vintage,vintages,vintaging,vintaged
subcontract,subcontracts,subcontracting,subcontracted
cross,crosses,crossing,crossed
unite,unites,uniting,united
clinker,clinkers,clinkering,clinkered
scamp,scamps,scamping,scamped
maculate,maculates,maculating,maculated
slave,slaves,slaving,slaved
recline,reclines,reclining,reclined
disagree,disagrees,disagreeing,disagreed
pestle,pestles,pestling,pestled
pedal,pedals,pedaling,pedaled
whale,whales,whaling,whaled
lobby,lobbies,lobbying,lobbied
gutter,gutters,guttering,guttered
splint,splints,splinting,splinted
stablish,stablishes,stablishing,stablished
overwork,overworks,overworking,overworked
perpetrate,perpetrates,perpetrating,perpetrated
scissor,scissors,scissoring,scissored
demonize,demonizes,demonizing,demonized
hale,hales,haling,haled
outgrow,outgrows,outgrowing,outgrew,outgrown
eructate,eructs,eructing,eructed
rocket,rockets,rocketing,rocketed
obtain,obtains,obtaining,obtained
replenish,replenishes,replenishing,replenished
mythicize,mythicizes,mythicizing,mythicized
distend,distends,distending,distended
smite,smites,smiting,smited,smitten
console,consoles,consoling,consoled
reprehend,reprehends,reprehending,reprehended
supply,supplies,supplying,supplied
sky,skies,skying,skied
halo,halos,haloing,haloed
jaup,jaups,jauping,jauped
rescind,rescinds,rescinding,rescinded
ski,skis,skiing,skied,ski'd
empoison,empoisons,empoisoning,empoisoned
enact,enacts,enacting,enacted
knob,knobs,knobbing,knobbed
te-hee,te-hees,te-heeing,te-heed,te-heed
